Filename ori_label category softmax_0 softmax_1
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n073.tif_17.jpg 0 train 0.05447614 0.94552386
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n083.tif_33.jpg 0 train 0.10717431 0.8928257
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b031.tif_28.jpg 0 train 0.039474357 0.9605257
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b014.tif_32.jpg 0 train 0.086590394 0.91340965
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b010.tif_44.jpg 0 train 0.057614017 0.94238603
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n059.tif_40.jpg 0 train 0.05756272 0.94243735
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b037.tif_46.jpg 0 train 0.06063056 0.9393694
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n064.tif_17.jpg 0 train 0.050910033 0.94908994
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b071.tif_10.jpg 0 train 0.07139366 0.92860633
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b056.tif_37.jpg 0 train 0.044195503 0.9558045
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n100.tif_12.jpg 0 train 0.0942169 0.9057832
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b085.tif_30.jpg 0 train 0.060287565 0.93971246
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n037.tif_32.jpg 0 train 0.06561392 0.93438613
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b083.tif_29.jpg 0 train 0.055325646 0.9446744
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n067.tif_21.jpg 0 train 0.044690832 0.95530915
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n079.tif_20.jpg 0 train 0.058040805 0.9419592
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b013.tif_14.jpg 0 train 0.051437665 0.9485623
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b061.tif_11.jpg 0 train 0.07410129 0.92589873
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n017.tif_12.jpg 0 train 0.04262359 0.95737636
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n058.tif_29.jpg 0 train 0.056040887 0.9439591
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n017.tif_5.jpg 0 train 0.066988185 0.9330119
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n079.tif_17.jpg 0 train 0.05943207 0.9405679
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n074.tif_27.jpg 0 train 0.06204356 0.93795645
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b011.tif_45.jpg 0 train 0.033423886 0.9665761
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b025.tif_41.jpg 0 train 0.087641425 0.9123585
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b086.tif_46.jpg 0 train 0.09568644 0.9043135
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n041.tif_36.jpg 0 train 0.069785476 0.9302145
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b053.tif_21.jpg 0 train 0.042704407 0.9572956
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n097.tif_18.jpg 0 train 0.14075448 0.8592455
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n095.tif_21.jpg 0 train 0.094755515 0.90524447
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b062.tif_19.jpg 0 train 0.08349412 0.91650593
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n085.tif_1.jpg 0 train 0.8509161 0.14908393
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b094.tif_40.jpg 0 train 0.080487296 0.9195127
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n001.tif_35.jpg 0 train 0.070125826 0.92987424
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n038.tif_0.jpg 0 train 0.098536804 0.90146315
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n082.tif_10.jpg 0 train 0.05848144 0.94151855
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b082.tif_26.jpg 0 train 0.044109497 0.95589054
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n062.tif_19.jpg 0 train 0.0365676 0.96343243
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n005.tif_14.jpg 0 train 0.05676965 0.94323033
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n013.tif_28.jpg 0 train 0.068743154 0.93125683
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b050.tif_23.jpg 0 train 0.12260223 0.8773977
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n091.tif_30.jpg 0 train 0.035999414 0.9640006
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n094.tif_1.jpg 0 train 0.13613571 0.86386424
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b007.tif_8.jpg 0 train 0.09684709 0.9031529
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n095.tif_32.jpg 0 train 0.07912896 0.9208711
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b049.tif_45.jpg 0 train 0.044731576 0.9552684
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n050.tif_34.jpg 0 train 0.04135242 0.95864755
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n098.tif_29.jpg 0 train 0.065524146 0.93447584
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b055.tif_41.jpg 0 train 0.05196307 0.9480369
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b067.tif_40.jpg 0 train 0.05982314 0.94017684
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n047.tif_7.jpg 0 train 0.08413969 0.91586035
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n025.tif_32.jpg 0 train 0.08423504 0.915765
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n001.tif_38.jpg 0 train 0.09607135 0.9039287
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b070.tif_7.jpg 0 train 0.04886151 0.9511385
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b019.tif_33.jpg 0 train 0.07021026 0.9297898
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b053.tif_5.jpg 0 train 0.05842898 0.941571
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b086.tif_25.jpg 0 train 0.05576933 0.9442307
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b089.tif_1.jpg 0 train 0.04441933 0.95558065
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n011.tif_19.jpg 0 train 0.10704507 0.89295495
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n040.tif_10.jpg 0 train 0.0270427 0.9729573
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n076.tif_37.jpg 0 train 0.063718714 0.93628126
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b058.tif_45.jpg 0 train 0.0691734 0.93082654
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n058.tif_30.jpg 0 train 0.06755602 0.93244404
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b031.tif_32.jpg 0 train 0.039919186 0.9600808
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b073.tif_43.jpg 0 train 0.05244106 0.94755894
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b095.tif_42.jpg 0 train 0.04712784 0.95287216
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n089.tif_28.jpg 0 train 0.044629786 0.9553702
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b061.tif_3.jpg 0 train 0.054541364 0.9454586
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n098.tif_31.jpg 0 train 0.04280921 0.9571908
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b085.tif_37.jpg 0 train 0.059855938 0.94014406
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b082.tif_30.jpg 0 train 0.11266724 0.8873328
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n019.tif_2.jpg 0 train 0.10793601 0.892064
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n020.tif_20.jpg 0 train 0.039666235 0.96033376
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n032.tif_42.jpg 0 train 0.035439257 0.9645607
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n094.tif_45.jpg 0 train 0.07115264 0.9288474
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n019.tif_38.jpg 0 train 0.07610916 0.9238908
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b040.tif_24.jpg 0 train 0.052873056 0.9471269
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n044.tif_20.jpg 0 train 0.055761147 0.9442389
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n061.tif_42.jpg 0 train 0.11929518 0.8807048
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n044.tif_16.jpg 0 train 0.23611136 0.76388866
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b091.tif_43.jpg 0 train 0.05446401 0.94553596
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n085.tif_21.jpg 0 train 0.076842256 0.92315775
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n092.tif_31.jpg 0 train 0.0815417 0.9184583
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n022.tif_10.jpg 0 train 0.072110474 0.92788947
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n023.tif_31.jpg 0 train 0.0811379 0.91886204
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b067.tif_36.jpg 0 train 0.026762802 0.9732372
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b017.tif_13.jpg 0 train 0.61205596 0.38794398
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n029.tif_37.jpg 0 train 0.095517494 0.90448254
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b028.tif_44.jpg 0 train 0.061496772 0.93850327
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n071.tif_9.jpg 0 train 0.06960053 0.9303995
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n043.tif_10.jpg 0 train 0.06269445 0.93730557
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b040.tif_41.jpg 0 train 0.06828047 0.9317195
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b061.tif_23.jpg 0 train 0.053867936 0.94613206
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b083.tif_11.jpg 0 train 0.052869853 0.94713014
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n089.tif_36.jpg 0 train 0.07242314 0.92757684
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b067.tif_37.jpg 0 train 0.026435025 0.9735649
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n067.tif_28.jpg 0 train 0.057691365 0.9423086
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b100.tif_24.jpg 0 train 0.082261294 0.91773874
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n049.tif_38.jpg 0 train 0.09196226 0.9080378
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n089.tif_47.jpg 0 train 0.093924135 0.9060759
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n032.tif_25.jpg 0 train 0.04249532 0.9575047
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n085.tif_7.jpg 0 train 0.11291407 0.887086
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b029.tif_24.jpg 0 train 0.1306025 0.8693975
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n055.tif_11.jpg 0 train 0.08558061 0.9144194
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n028.tif_7.jpg 0 train 0.07167718 0.92832285
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n032.tif_19.jpg 0 train 0.031948995 0.968051
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n008.tif_37.jpg 0 train 0.1311345 0.8688655
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b055.tif_36.jpg 0 train 0.03559814 0.9644019
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b029.tif_33.jpg 0 train 0.057363745 0.9426363
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n010.tif_37.jpg 0 train 0.074379 0.925621
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n080.tif_40.jpg 0 train 0.08276819 0.9172318
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b082.tif_14.jpg 0 train 0.05084618 0.9491539
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n022.tif_27.jpg 0 train 0.06843968 0.93156034
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b044.tif_23.jpg 0 train 0.07698249 0.92301756
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b077.tif_27.jpg 0 train 0.03349559 0.96650445
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b053.tif_31.jpg 0 train 0.07716218 0.92283785
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b010.tif_7.jpg 0 train 0.055356935 0.944643
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b019.tif_19.jpg 0 train 0.07591125 0.9240887
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n095.tif_46.jpg 0 train 0.10461982 0.89538014
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b091.tif_41.jpg 0 train 0.1017701 0.89822984
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n077.tif_43.jpg 0 train 0.06438475 0.93561524
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n029.tif_9.jpg 0 train 0.0931261 0.9068739
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n053.tif_41.jpg 0 train 0.046550915 0.9534491
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b047.tif_15.jpg 0 train 0.03955007 0.9604499
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n068.tif_39.jpg 0 train 0.08587716 0.9141228
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b050.tif_5.jpg 0 train 0.038458355 0.9615416
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n070.tif_23.jpg 0 train 0.07104252 0.9289575
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b035.tif_17.jpg 0 train 0.042091984 0.95790803
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b070.tif_20.jpg 0 train 0.045612585 0.95438737
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n098.tif_25.jpg 0 train 0.061849404 0.93815064
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n050.tif_25.jpg 0 train 0.063464835 0.9365352
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n020.tif_17.jpg 0 train 0.117327675 0.88267237
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b001.tif_3.jpg 0 train 0.03010843 0.9698916
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b007.tif_1.jpg 0 train 0.091409065 0.908591
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n083.tif_14.jpg 0 train 0.119012356 0.88098764
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b076.tif_6.jpg 0 train 0.043106463 0.95689356
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b007.tif_36.jpg 0 train 0.03707516 0.96292484
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b095.tif_45.jpg 0 train 0.075809285 0.92419076
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b049.tif_9.jpg 0 train 0.031724263 0.9682757
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n062.tif_9.jpg 0 train 0.082172066 0.9178279
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b037.tif_47.jpg 0 train 0.057399727 0.9426003
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b071.tif_45.jpg 0 train 0.06592348 0.93407655
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b014.tif_46.jpg 0 train 0.10526123 0.89473873
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b044.tif_43.jpg 0 train 0.04985888 0.95014113
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b095.tif_27.jpg 0 train 0.069782406 0.9302176
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n017.tif_18.jpg 0 train 0.11481726 0.8851828
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n059.tif_14.jpg 0 train 0.061231766 0.93876827
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b067.tif_44.jpg 0 train 0.02958909 0.9704109
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n053.tif_38.jpg 0 train 0.062338755 0.9376613
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b043.tif_32.jpg 0 train 0.051518757 0.94848126
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n086.tif_27.jpg 0 train 0.07799885 0.9220012
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b089.tif_5.jpg 0 train 0.04407974 0.9559203
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b032.tif_41.jpg 0 train 0.08181406 0.91818595
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b022.tif_26.jpg 0 train 0.078552835 0.92144716
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b032.tif_10.jpg 0 train 0.06298683 0.9370131
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b067.tif_28.jpg 0 train 0.03713021 0.96286976
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n002.tif_9.jpg 0 train 0.06955241 0.9304476
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b029.tif_20.jpg 0 train 0.10361743 0.8963826
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b071.tif_4.jpg 0 train 0.06830107 0.9316989
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n068.tif_34.jpg 0 train 0.079673305 0.92032677
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b031.tif_2.jpg 0 train 0.06879278 0.93120724
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n094.tif_32.jpg 0 train 0.06217774 0.9378222
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n034.tif_39.jpg 0 train 0.1118428 0.88815725
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b079.tif_15.jpg 0 train 0.10236068 0.89763933
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b079.tif_29.jpg 0 train 0.088184364 0.91181564
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b007.tif_25.jpg 0 train 0.09454452 0.9054555
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b074.tif_15.jpg 0 train 0.0435217 0.9564783
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n038.tif_25.jpg 0 train 0.11997964 0.8800203
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b037.tif_26.jpg 0 train 0.09891848 0.9010815
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n055.tif_41.jpg 0 train 0.09060312 0.9093969
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b059.tif_3.jpg 0 train 0.055355888 0.9446441
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n029.tif_46.jpg 0 train 0.09928877 0.90071124
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n043.tif_8.jpg 0 train 0.03095646 0.96904355
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n055.tif_22.jpg 0 train 0.0914826 0.90851736
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b007.tif_11.jpg 0 train 0.06710065 0.93289936
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Normal_n041.tif_39.jpg 0 train 0.09484636 0.90515363
/data/Naresh/BACH/ICIAR2018_BACH_Challenge/final_train_test_val/train/0/Benign_b020.tif_14.jpg 0 train 0.06582605 0.93417394
